ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES1,C00297,IT0001457,17-Dec-14,290288,13,8-Feb-15,21400919,13
ES1,C00297,IT0001465,17-Dec-14,290288,2,8-Feb-15,21400919,2
ES1,C00297,IT0001157,17-Dec-14,290288,200,8-Feb-15,21400919,200
ES1,C00297,IT0001500,17-Dec-14,290288,60,8-Feb-15,21400919,60
ES1,C00297,IT0001503,17-Dec-14,290288,267,8-Feb-15,21400919,267
ES1,C00297,IT0001506,17-Dec-14,290288,750,8-Feb-15,21400919,750
ES1,C00297,IT0001510,17-Dec-14,290288,100,8-Feb-15,21400919,100
ES1,C00173,IT0001085,17-Dec-14,290289,200,7-Jan-15,21400088,200
ES1,C00173,IT0001107,17-Dec-14,290289,50,12-Jan-15,21400187,50
ES1,C00173,IT0001112,17-Dec-14,290289,50,12-Jan-15,21400187,50
ES1,C00173,IT0001026,17-Dec-14,290289,700,12-Jan-15,21400187,160
ES1,C00173,IT0001026,17-Dec-14,290289,700,30-Jan-15,21400707,220
ES1,C00173,IT0001026,17-Dec-14,290289,700,7-Jan-15,21400088,320
ES1,C00173,IT0001070,17-Dec-14,290289,100,30-Jan-15,21400707,20
ES1,C00173,IT0001070,17-Dec-14,290289,100,12-Jan-15,21400187,80
ES1,C00173,IT0001170,17-Dec-14,290289,80,7-Jan-15,21400088,50
ES1,C00173,IT0001170,17-Dec-14,290289,80,12-Jan-15,21400187,30
ES1,C00173,IT0001414,17-Dec-14,290289,100,30-Jan-15,21400707,100
ES1,C00237,IT0001096,18-Dec-14,290292,640,12-Jan-15,21400188,320
ES1,C00237,IT0001096,18-Dec-14,290292,640,19-Jan-15,21400391,320
ES1,C00237,IT0001043,18-Dec-14,290292,144,12-Jan-15,21400188,144
ES1,C00237,IT0001414,18-Dec-14,290292,30,19-Jan-15,21400391,30
ES1,C00263,IT0001386,19-Dec-14,290296,32,5-Jan-15,21400424,8
ES1,C00263,IT0001386,19-Dec-14,290296,32,15-Jan-15,21400424,4
ES1,C00156,IT0001084,21-Dec-14,290297,500,4-Jan-15,21400006,500
ES1,C00156,IT0001096,21-Dec-14,290297,1280,4-Jan-15,21400006,480
ES1,C00156,IT0001096,21-Dec-14,290297,1280,12-Jan-15,21400227,800
ES1,C00156,IT0001106,21-Dec-14,290297,180,27-Jan-15,21400586,180
ES1,C00156,IT0001116,21-Dec-14,290297,72,4-Jan-15,21400006,72
ES1,C00156,IT0001130,21-Dec-14,290297,192,12-Jan-15,21400227,128
ES1,C00156,IT0001130,21-Dec-14,290297,192,4-Jan-15,21400006,64
ES1,C00195,IT0001018,22-Dec-14,290298,3000,9-Jan-15,21400181,2000
ES1,C00195,IT0001044,22-Dec-14,290298,150,9-Jan-15,21400181,114
ES1,C00195,IT0001415,22-Dec-14,290298,17,9-Jan-15,21400181,5
ES1,C00195,IT0001414,22-Dec-14,290298,15,9-Jan-15,21400181,15
ES1,C00264,IT0001084,23-Dec-14,290301,2250,5-Feb-15,21400832,1817
ES1,C00264,IT0001106,23-Dec-14,290301,30,5-Feb-15,21400832,30
ES1,C00264,IT0001111,23-Dec-14,290301,10,5-Feb-15,21400832,10
ES1,C00264,IT0001014,23-Dec-14,290301,140,5-Feb-15,21400832,140
ES1,C00264,IT0001053,23-Dec-14,290301,100,5-Feb-15,21400832,100
ES1,C00198,IT0001389,4-Jan-15,290308,50,12-Jan-15,21400189,50
ES1,C00264,IT0001096,4-Jan-15,290309,1440,7-Jan-15,21400089,480
ES1,C00264,IT0001096,4-Jan-15,290309,1440,29-Jan-15,21400648,960
ES1,C00264,IT0001016,4-Jan-15,290309,250,29-Jan-15,21400648,250
ES1,C00252,IT0001024,5-Jan-15,290311,750,15-Jan-15,21400301,320
ES1,C00252,IT0001024,5-Jan-15,290311,750,30-Jan-15,21400701,320
ES1,C00252,IT0001024,5-Jan-15,290311,750,1-Feb-15,21400738,110
ES1,C00252,IT0001043,5-Jan-15,290311,100,6-Jan-15,21400072,64
ES1,C00252,IT0001043,5-Jan-15,290311,100,15-Jan-15,21400301,36
ES1,C00308,IT0001016,7-Jan-15,290313,1250,15-Jan-15,21400298,1250
ES1,C00308,IT0001024,7-Jan-15,290313,320,15-Jan-15,21400298,320
ES1,C00308,IT0001159,7-Jan-15,290313,100,15-Jan-15,21400298,100
ES1,C00308,IT0001170,7-Jan-15,290313,20,15-Jan-15,21400298,20
ES1,C00252,IT0001106,9-Jan-15,290316,200,15-Jan-15,21400302,8
ES1,C00252,IT0001106,9-Jan-15,290316,200,1-Feb-15,21400739,192
ES1,C00285,IT0001016,9-Jan-15,290317,1500,18-Jan-15,21400353,250
ES1,C00285,IT0001016,9-Jan-15,290317,1500,30-Jan-15,21400706,1250
ES1,C00285,IT0001084,9-Jan-15,290317,250,30-Jan-15,21400706,250
ES1,C00285,IT0001096,9-Jan-15,290317,400,18-Jan-15,21400353,320
ES1,C00285,IT0001096,9-Jan-15,290317,400,30-Jan-15,21400706,80
ES1,C00285,IT0001030,9-Jan-15,290317,100,30-Jan-15,21400706,100
ES1,C00217,IT0001198,19-Jan-15,290320,500,1-Mar-15,21401525,500
ES1,C00217,IT0001205,19-Jan-15,290320,400,1-Mar-15,21401525,400
ES1,C00292,IT0001024,15-Jan-15,290321,160,25-Jan-15,21400542,160
ES1,C00292,IT0001130,15-Jan-15,290321,8,25-Jan-15,21400542,8
ES1,C00292,IT0001159,15-Jan-15,290321,120,25-Jan-15,21400542,120
ES1,C00292,IT0001170,15-Jan-15,290321,60,25-Jan-15,21400542,60
ES1,C00135,IT0001203,15-Jan-15,290323,100,2-Feb-15,21400743,100
ES1,C00135,IT0001208,15-Jan-15,290323,100,2-Feb-15,21400743,100
ES1,C00156,IT0001096,15-Jan-15,290324,1600,27-Jan-15,21400584,1600
ES1,C00156,IT0001084,15-Jan-15,290324,500,27-Jan-15,21400588,250
ES1,C00156,IT0001084,15-Jan-15,290324,500,15-Mar-15,21401948,250
ES1,C00156,IT0001116,15-Jan-15,290324,72,27-Jan-15,21400588,72
ES1,C00237,IT0001016,18-Jan-15,290325,1000,19-Jan-15,21400389,500
ES1,C00237,IT0001016,18-Jan-15,290325,1000,19-Jan-15,21400392,500
ES1,C00237,IT0001037,18-Jan-15,290325,100,19-Jan-15,21400389,76
ES1,C00237,IT0001037,18-Jan-15,290325,100,9-Apr-15,21402787,24
ES1,C00237,IT0001471,18-Jan-15,290325,25,19-Jan-15,21400389,25
ES1,C00237,IT0001024,18-Jan-15,290325,320,16-Feb-15,21401119,320
ES1,C00245,IT0001056,18-Jan-15,290326,160,25-Jan-15,21400505,160
ES1,C00245,IT0001415,18-Jan-15,290326,100,12-Mar-15,21401856,100
ES1,C00245,IT0001424,18-Jan-15,290326,5,2-Feb-15,21400747,5
ES1,C00245,IT0001433,18-Jan-15,290326,135,2-Feb-15,21400747,135
ES1,C00245,IT0001170,18-Jan-15,290326,100,25-Jan-15,21400505,100
ES1,C00245,IT0001466,18-Jan-15,290326,50,12-Mar-15,21401856,50
ES1,C00284,IT0001091,22-Jan-15,290328,1125,19-Feb-15,21401290,1125
ES1,C00284,IT0001104,22-Jan-15,290328,214,19-Feb-15,21401290,214
ES1,C00284,IT0001127,22-Jan-15,290328,1400,20-Feb-15,21401297,1400
ES1,C00284,IT0001137,22-Jan-15,290328,800,19-Feb-15,21401290,480
ES1,C00284,IT0001137,22-Jan-15,290328,800,20-Feb-15,21401297,320
ES1,C00256,IT0001197,20-Jan-15,290329,500,8-Feb-15,21400918,500
ES1,C00256,IT0001076,20-Jan-15,290329,75,8-Feb-15,21400918,75
ES1,C00256,IT0001203,20-Jan-15,290329,121,8-Feb-15,21400918,121
ES1,C00256,IT0001205,20-Jan-15,290329,30,8-Mar-15,21401697,30
ES1,C00256,IT0001415,20-Jan-15,290329,15,8-Feb-15,21400918,15
ES1,C00256,IT0001471,20-Jan-15,290329,38,8-Feb-15,21400918,38
ES1,C00256,IT0001159,20-Jan-15,290329,50,8-Feb-15,21400918,50
ES1,C00142,IT0001096,20-Jan-15,290330,1120,25-Jan-15,21400508,800
ES1,C00142,IT0001096,20-Jan-15,290330,1120,26-Jan-15,21400532,80
ES1,C00142,IT0001116,20-Jan-15,290330,72,25-Jan-15,21400508,72
ES1,C00152,IT0001085,22-Jan-15,290331,200,10-Feb-15,21400975,200
ES1,C00152,IT0001099,22-Jan-15,290331,150,10-Feb-15,21400975,150
ES1,C00152,IT0001018,22-Jan-15,290331,500,10-Feb-15,21400975,500
ES1,C00152,IT0001031,22-Jan-15,290331,100,10-Feb-15,21400975,100
ES1,C00152,IT0001159,22-Jan-15,290331,96,10-Feb-15,21400975,96
ES1,C00152,IT0001499,22-Jan-15,290331,40,10-Feb-15,21400975,40
ES1,C00152,IT0001415,22-Jan-15,290331,50,10-Feb-15,21400975,50
ES1,C00195,IT0001018,25-Jan-15,290332,3000,8-Feb-15,21400912,1500
ES1,C00195,IT0001018,25-Jan-15,290332,3000,11-Feb-15,21401022,1500
ES1,C00195,IT0001026,25-Jan-15,290332,350,8-Feb-15,21400912,320
ES1,C00195,IT0001026,25-Jan-15,290332,350,11-Feb-15,21401022,30
ES1,C00195,IT0001038,25-Jan-15,290332,20,11-Feb-15,21401022,20
ES1,C00195,IT0001044,25-Jan-15,290332,150,11-Feb-15,21401022,150
ES1,C00252,IT0001106,25-Jan-15,290333,200,29-Jan-15,21400652,180
ES1,C00252,IT0001106,25-Jan-15,290333,200,1-Feb-15,21400740,20
ES1,C00252,IT0001016,25-Jan-15,290333,500,29-Jan-15,21400652,500
ES1,C00245,IT0001076,8-Feb-15,290334,3180,9-Feb-15,21400952,795
ES1,C00245,IT0001076,8-Feb-15,290334,3180,27-Oct-15,21408229,795
ES1,C00245,IT0001076,8-Feb-15,290334,3180,17-Dec-15,21409500,398
ES1,C00245,IT0001133,8-Feb-15,290334,68,27-Oct-15,21408229,17
ES1,C00245,IT0001133,8-Feb-15,290334,68,9-Feb-15,21400952,17
ES1,C00210,IT0001076,13-Feb-15,290335,1300,16-Feb-15,21401126,1300
ES1,C00370,IT0001099,25-Jan-15,290336,160,12-Feb-15,21401056,160
ES1,C00370,IT0001026,25-Jan-15,290336,960,12-Feb-15,21401056,320
ES1,C00370,IT0001026,25-Jan-15,290336,960,18-Feb-15,21401220,320
ES1,C00370,IT0001026,25-Jan-15,290336,960,15-Mar-15,21401960,320
ES1,C00370,IT0001031,25-Jan-15,290336,100,18-Feb-15,21401220,100
ES1,C00370,IT0001044,25-Jan-15,290336,100,12-Feb-15,21401056,100
ES1,C00370,IT0001159,25-Jan-15,290336,435,12-Feb-15,21401056,256
ES1,C00370,IT0001159,25-Jan-15,290336,435,18-Feb-15,21401220,179
ES1,C00370,IT0001170,25-Jan-15,290336,87,12-Feb-15,21401056,48
ES1,C00370,IT0001170,25-Jan-15,290336,87,18-Feb-15,21401220,39
ES1,C00370,IT0001471,25-Jan-15,290336,75,12-Feb-15,21401056,59
ES1,C00370,IT0001471,25-Jan-15,290336,75,18-Feb-15,21401220,16
ES1,C00316,IT0001371,26-Jan-15,290337,318,22-Feb-15,21401348,318
ES1,C00336,IT0001027,27-Jan-15,290338,5000,18-Mar-15,21402165,1920
ES1,C00336,IT0001027,27-Jan-15,290338,5000,19-Mar-15,21402165,660
ES1,C00336,IT0001027,27-Jan-15,290338,5000,20-Mar-15,21402165,500
ES1,C00336,IT0001027,27-Jan-15,290338,5000,18-Mar-15,21402165,1920
ES3,C00116,IT0001018,28-Jan-15,290341,2000,15-Feb-15,21401073,750
ES3,C00116,IT0001018,28-Jan-15,290341,2000,18-Feb-15,21401222,1250
ES3,C00116,IT0001038,28-Jan-15,290341,500,16-Mar-15,21401999,500
ES1,C00237,IT0001096,28-Jan-15,290344,320,5-Feb-15,21400833,320
ES1,C00237,IT0001043,28-Jan-15,290344,144,16-Feb-15,21401120,72
ES1,C00237,IT0001043,28-Jan-15,290344,144,25-Feb-15,21401406,72
ES1,C00237,IT0001415,28-Jan-15,290344,50,16-Feb-15,21401120,50
ES1,C00252,IT0001096,30-Jan-15,290347,3000,3-Feb-15,21400772,800
ES1,C00252,IT0001096,30-Jan-15,290347,3000,4-Feb-15,21400807,960
ES1,C00252,IT0001096,30-Jan-15,290347,3000,5-Feb-15,21400834,960
ES1,C00252,IT0001096,30-Jan-15,290347,3000,16-Feb-15,21401123,280
ES1,C00252,IT0001106,30-Jan-15,290347,100,22-Feb-15,21401325,100
ES1,C00252,IT0001111,30-Jan-15,290347,100,8-Feb-15,21400914,21
ES1,C00252,IT0001111,30-Jan-15,290347,100,3-Mar-15,21401570,79
ES1,C00252,IT0001016,30-Jan-15,290347,1000,3-Feb-15,21400772,250
ES1,C00252,IT0001016,30-Jan-15,290347,1000,8-Feb-15,21400914,250
ES1,C00252,IT0001016,30-Jan-15,290347,1000,22-Feb-15,21401325,500
ES1,C00252,IT0001024,30-Jan-15,290347,600,1-Feb-15,21400737,320
ES1,C00252,IT0001024,30-Jan-15,290347,600,8-Feb-15,21400914,160
ES1,C00252,IT0001024,30-Jan-15,290347,600,3-Mar-15,21401570,120
ES1,C00252,IT0001030,30-Jan-15,290347,100,22-Feb-15,21401325,100
ES1,C00252,IT0001043,30-Jan-15,290347,100,16-Feb-15,21401123,44
ES1,C00252,IT0001043,30-Jan-15,290347,100,22-Feb-15,21401325,56
ES1,C00252,IT0001116,30-Jan-15,290347,700,5-Feb-15,21400834,144
ES1,C00252,IT0001116,30-Jan-15,290347,700,22-Feb-15,21401325,52
ES1,C00252,IT0001116,30-Jan-15,290347,700,3-Feb-15,21400772,216
ES1,C00252,IT0001116,30-Jan-15,290347,700,4-Feb-15,21400807,288
ES1,C00308,IT0001084,2-Feb-15,290350,500,26-Feb-15,21401442,500
ES1,C00308,IT0001096,2-Feb-15,290350,160,26-Feb-15,21401442,160
ES1,C00112,IT0001084,2-Feb-15,290351,500,8-Mar-15,21401695,500
ES1,C00112,IT0001096,2-Feb-15,290351,960,8-Mar-15,21401695,960
ES1,C00252,IT0001096,9-Feb-15,290355,2500,3-Mar-15,21401571,800
ES1,C00252,IT0001096,9-Feb-15,290355,2500,16-Feb-15,21401125,260
ES1,C00252,IT0001096,9-Feb-15,290355,2500,22-Feb-15,21401322,1440
ES1,C00252,IT0001111,9-Feb-15,290355,100,3-Mar-15,21401571,100
ES1,C00252,IT0001116,9-Feb-15,290355,100,16-Feb-15,21401125,100
ES1,C00252,IT0001494,9-Feb-15,290355,50,3-Mar-15,21401571,50
ES1,C00173,IT0001099,8-Feb-15,290356,100,22-Mar-15,21402190,100
ES1,C00173,IT0001026,8-Feb-15,290356,500,4-Mar-15,21401607,500
ES1,C00173,IT0001159,8-Feb-15,290356,200,22-Mar-15,21402190,200
ES1,C00173,IT0001494,8-Feb-15,290356,100,4-Mar-15,21401607,100
ES1,C00173,IT0001415,8-Feb-15,290356,50,22-Mar-15,21402190,50
ES1,C00173,IT0001414,8-Feb-15,290356,25,4-Mar-15,21401607,25
ES1,C00290,IT0001024,8-Feb-15,290357,10,8-Mar-15,21401696,10
ES1,C00290,IT0001406,8-Feb-15,290357,4,8-Mar-15,21401696,4
ES1,C00290,IT0001159,8-Feb-15,290357,2,8-Mar-15,21401696,2
ES1,C00290,IT0001170,8-Feb-15,290357,2,8-Mar-15,21401696,2
ES1,C00245,IT0001012,8-Feb-15,290358,1500,15-Feb-15,21401075,750
ES1,C00245,IT0001012,8-Feb-15,290358,1500,12-Mar-15,21401857,750
ES1,C00245,IT0001028,8-Feb-15,290358,200,15-Feb-15,21401075,180
ES1,C00245,IT0001028,8-Feb-15,290358,200,12-Mar-15,21401857,20
ES1,C00245,IT0001056,8-Feb-15,290358,160,15-Feb-15,21401075,160
ES1,C00245,IT0001063,8-Feb-15,290358,100,15-Feb-15,21401075,100
ES1,C00245,IT0001066,8-Feb-15,290358,50,12-Mar-15,21401857,50
ES1,C00245,IT0001415,8-Feb-15,290358,100,15-Feb-15,21401075,100
ES1,C00245,IT0001433,8-Feb-15,290358,203,12-Mar-15,21401857,159
ES1,C00245,IT0001433,8-Feb-15,290358,203,29-Mar-15,21402401,44
ES1,C00245,IT0001432,8-Feb-15,290358,14,15-Feb-15,21401075,14
ES1,C00245,IT0001159,8-Feb-15,290358,100,15-Feb-15,21401075,48
ES1,C00245,IT0001159,8-Feb-15,290358,100,12-Mar-15,21401857,52
ES1,C00245,IT0001450,8-Feb-15,290358,10,12-Mar-15,21401857,10
ES1,C00256,IT0001202,9-Feb-15,290359,300,8-Mar-15,21401698,300
ES1,C00256,IT0001208,9-Feb-15,290359,90,8-Mar-15,21401698,90
ES1,C00256,IT0001040,9-Feb-15,290359,10,8-Mar-15,21401698,10
ES1,C00256,IT0001425,9-Feb-15,290359,5,8-Mar-15,21401698,5
ES1,C00256,IT0001076,9-Feb-15,290359,100,8-Mar-15,21401698,100
ES1,C00256,IT0001159,9-Feb-15,290359,100,30-Mar-15,21402444,100
ES1,C00256,IT0001406,9-Feb-15,290359,4,8-Mar-15,21401698,4
ES1,C00256,IT0001488,9-Feb-15,290359,37,8-Mar-15,21401698,37
ES1,C00237,IT0001016,10-Feb-15,290361,2500,25-Feb-15,21401407,500
ES1,C00237,IT0001016,10-Feb-15,290361,2500,3-Mar-15,21401569,2000
ES1,C00237,IT0001024,10-Feb-15,290361,800,9-Apr-15,21402788,320
ES1,C00237,IT0001024,10-Feb-15,290361,800,3-Mar-15,21401569,320
ES1,C00237,IT0001024,10-Feb-15,290361,800,24-Mar-15,21402243,160
ES1,C00237,IT0001084,10-Feb-15,290361,1000,25-Feb-15,21401407,1000
ES1,C00237,IT0001096,10-Feb-15,290361,640,25-Feb-15,21401407,320
ES1,C00237,IT0001096,10-Feb-15,290361,640,24-Mar-15,21402243,320
ES1,C00237,IT0001116,10-Feb-15,290361,72,16-Feb-15,21401121,72
ES1,C00237,IT0001494,10-Feb-15,290361,100,16-Feb-15,21401121,100
ES1,C00206,IT0001494,17-Feb-15,290363,250,25-Feb-15,21401409,250
ES1,C00252,IT0001481,17-Feb-15,290364,25,22-Feb-15,21401327,25
ES1,C00252,IT0001433,17-Feb-15,290364,7,22-Feb-15,21401327,7
ES1,C00195,IT0001018,17-Feb-15,290365,1500,11-Mar-15,21401813,500
ES1,C00195,IT0001018,17-Feb-15,290365,1500,25-Feb-15,21401411,1000
ES1,C00195,IT0001026,17-Feb-15,290365,500,25-Feb-15,21401411,500
ES1,C00195,IT0001044,17-Feb-15,290365,100,25-Feb-15,21401411,100
ES1,C00195,IT0001159,17-Feb-15,290365,50,11-Mar-15,21401813,50
ES1,C00156,IT0001084,17-Feb-15,290367,500,25-Feb-15,21401412,500
ES1,C00163,IT0001016,19-Feb-15,290369,480,3-Apr-15,21402617,480
ES1,C00163,IT0001024,19-Feb-15,290369,2100,3-Apr-15,21402617,2100
ES1,C00163,IT0001016,19-Feb-15,290369,329,7-Apr-15,21402729,329
ES1,C00163,IT0001024,19-Feb-15,290369,240,7-Apr-15,21402729,240
ES1,C00245,IT0001124,19-Feb-15,290370,200,12-Mar-15,21401858,200
ES1,C00245,IT0001461,22-Feb-15,290371,9,12-Mar-15,21401859,9
ES1,C00266,IT0001386,23-Feb-15,290372,20,15-Mar-15,21401947,20
ES1,C00266,IT0001481,23-Feb-15,290372,15,15-Mar-15,21401947,15
ES1,C00266,IT0001016,23-Feb-15,290372,20,15-Mar-15,21401947,20
ES1,C00284,IT0001084,25-Feb-15,290373,2500,10-Mar-15,21401768,1500
ES1,C00284,IT0001084,25-Feb-15,290373,2500,10-Mar-15,21401763,100
ES1,C00284,IT0001084,25-Feb-15,290373,2500,10-Mar-15,21401766,900
ES1,C00284,IT0001096,25-Feb-15,290373,1200,10-Mar-15,21401763,1200
ES1,C00284,IT0001130,25-Feb-15,290373,200,10-Mar-15,21401768,200
ES1,C00284,IT0001392,25-Feb-15,290373,10,10-Mar-15,21401763,10
ES1,C00244,IT0001389,25-Feb-15,290374,200,12-Mar-15,21401898,200
ES1,C00142,IT0001096,25-Feb-15,290375,1760,27-Mar-15,21402365,960
ES1,C00142,IT0001096,25-Feb-15,290375,1760,7-Apr-15,21402675,375
ES1,C00142,IT0001096,25-Feb-15,290375,1760,11-Mar-15,21401847,425
ES1,C00200,IT0001024,3-Mar-15,290378,14,3-Mar-15,21401573,14
ES1,C00252,IT0001096,4-Mar-15,290381,750,19-Mar-15,21402158,480
ES1,C00252,IT0001096,4-Mar-15,290381,750,26-Mar-15,21402318,270
ES1,C00112,IT0001096,4-Mar-15,290384,1280,7-Apr-15,21402673,1280
ES1,C00135,IT0001208,4-Mar-15,290387,200,22-Mar-15,21402189,200
ES1,C00135,IT0001202,4-Mar-15,290387,300,22-Mar-15,21402189,300
ES1,C00237,IT0001084,5-Mar-15,290388,500,11-Mar-15,21401848,500
ES1,C00237,IT0001016,5-Mar-15,290388,2000,11-Mar-15,21401848,1250
ES1,C00237,IT0001016,5-Mar-15,290388,2000,9-Apr-15,21402789,750
ES1,C00237,IT0001159,5-Mar-15,290388,200,9-Apr-15,21402789,200
ES1,C00237,IT0001414,5-Mar-15,290388,50,4-May-15,21403491,21
ES1,C00237,IT0001414,5-Mar-15,290388,50,2-Jun-15,21404454,29
ES1,C00237,IT0001433,5-Mar-15,290388,50,4-May-15,21403491,50
ES1,C00252,IT0001084,5-Mar-15,290389,750,10-Mar-15,21401772,500
ES1,C00252,IT0001084,5-Mar-15,290389,750,11-Mar-15,21401852,250
ES1,C00252,IT0001096,5-Mar-15,290389,2250,10-Mar-15,21401772,1120
ES1,C00252,IT0001096,5-Mar-15,290389,2250,11-Mar-15,21401852,960
ES1,C00252,IT0001096,5-Mar-15,290389,2250,26-Mar-15,21402319,170
ES1,C00252,IT0001111,5-Mar-15,290389,200,10-Mar-15,21401772,130
ES1,C00252,IT0001111,5-Mar-15,290389,200,16-Apr-15,21402998,70
ES1,C00212,IT0001483,10-Mar-15,290393,61,17-Mar-15,21402035,61
ES1,C00212,IT0001353,10-Mar-15,290393,49,17-Mar-15,21402035,49
ES1,C00247,IT0001084,13-Mar-15,290395,500,27-Mar-15,21402369,500
ES1,C00367,IT0001405,5-May-15,290396,10,15-May-15,21403939,10
ES1,C00367,IT0001443,5-May-15,290396,13,15-May-15,21403939,13
ES1,C00367,IT0001170,5-May-15,290396,10,15-May-15,21403939,10
ES1,C00367,IT0001471,5-May-15,290396,10,15-May-15,21403939,10
ES1,C00367,IT0001476,5-May-15,290396,4,15-May-15,21403939,4
ES1,C00367,IT0001488,5-May-15,290396,25,15-May-15,21403939,25
ES1,C00252,IT0001116,11-Mar-15,290397,100,15-Mar-15,21401953,65
ES1,C00252,IT0001116,11-Mar-15,290397,100,16-Apr-15,21402999,35
ES1,C00252,IT0001016,11-Mar-15,290397,500,15-Mar-15,21401953,500
ES1,C00252,IT0001159,11-Mar-15,290397,100,15-Mar-15,21401953,100
ES1,C00252,IT0001170,11-Mar-15,290397,100,15-Mar-15,21401953,100
ES1,C00252,IT0001415,11-Mar-15,290397,13,15-Mar-15,21401953,13
ES1,C00252,IT0001106,11-Mar-15,290397,200,19-Mar-15,21402160,200
ES1,C00252,IT0001084,11-Mar-15,290398,500,15-Mar-15,21401959,250
ES1,C00252,IT0001084,11-Mar-15,290398,500,19-Mar-15,21402161,250
ES1,C00252,IT0001096,11-Mar-15,290398,500,15-Mar-15,21401959,480
ES1,C00252,IT0001096,11-Mar-15,290398,500,26-Mar-15,21402321,20
ES1,C00244,IT0001389,12-Mar-15,290400,125,30-Mar-15,21402472,125
ES1,C00292,IT0001084,13-Mar-15,290402,50,26-Mar-15,21402316,50
ES1,C00245,IT0001133,15-Mar-15,290405,100,29-Mar-15,21402402,100
ES1,C00256,IT0001197,15-Mar-15,290407,300,30-Mar-15,21402445,300
ES1,C00256,IT0001203,15-Mar-15,290407,41,30-Mar-15,21402445,41
ES1,C00256,IT0001210,15-Mar-15,290407,10,30-Mar-15,21402445,10
ES1,C00237,IT0001084,16-Mar-15,290408,500,24-Mar-15,21402244,500
ES1,C00237,IT0001096,16-Mar-15,290408,480,24-Mar-15,21402244,480
ES1,C00294,IT0001084,18-Mar-15,290409,1250,23-Mar-15,21402222,1000
ES1,C00294,IT0001016,18-Mar-15,290409,2500,23-Mar-15,21402222,1500
ES1,C00252,IT0001024,19-Mar-15,290410,500,22-Mar-15,21402194,500
ES1,C00252,IT0001030,19-Mar-15,290410,700,2-Apr-15,21402548,540
ES1,C00252,IT0001030,19-Mar-15,290410,700,16-Apr-15,21403001,160
ES1,C00239,IT0001502,19-Mar-15,290411,10,27-Apr-15,21403345,10
ES1,C00239,IT0001503,19-Mar-15,290411,17,27-Apr-15,21403345,17
ES1,C00239,IT0001199,19-Mar-15,290411,1000,27-Apr-15,21403345,1000
ES1,C00244,IT0001389,20-Mar-15,290412,300,30-Mar-15,21402473,300
ES1,C00237,IT0001096,22-Mar-15,290413,160,30-Mar-15,21402446,160
ES1,C00237,IT0001494,22-Mar-15,290413,100,4-May-15,21403493,100
ES1,C00247,IT0001084,22-Mar-15,290414,500,27-Mar-15,21402370,500
ES1,C00308,IT0001096,26-Mar-15,290416,160,31-Mar-15,21402500,160
ES1,C00308,IT0001016,26-Mar-15,290416,750,31-Mar-15,21402500,750
ES1,C00308,IT0001494,26-Mar-15,290416,50,31-Mar-15,21402501,30
ES1,C00308,IT0001494,26-Mar-15,290416,50,21-Jul-15,21405872,20
ES1,C00370,IT0001018,26-Mar-15,290420,1500,8-Apr-15,21402732,750
ES1,C00370,IT0001018,26-Mar-15,290420,1500,19-Apr-15,21403062,750
ES1,C00370,IT0001044,26-Mar-15,290420,100,19-Apr-15,21403062,100
ES1,C00370,IT0001405,26-Mar-15,290420,25,19-Apr-15,21403062,25
ES1,C00370,IT0001414,26-Mar-15,290420,60,19-Apr-15,21403062,60
ES1,C00254,IT0001386,26-Mar-15,290421,20,5-Jun-15,21404565,20
ESR,C00294,IT0001096,27-Mar-15,290422,-480,27-Mar-15,21400012,-480
ESR,C00294,IT0001016,27-Mar-15,290424,-1500,27-Mar-15,21400014,-1500
ES1,C00195,IT0001389,2-Apr-15,290426,20,8-Apr-15,21402731,20
ES1,C00294,IT0001084,27-Mar-15,290427,1250,29-Mar-15,21402399,1000
ES1,C00294,IT0001084,27-Mar-15,290427,1250,29-Mar-15,21402400,250
ES1,C00294,IT0001096,27-Mar-15,290427,1250,29-Mar-15,21402397,480
ES1,C00294,IT0001096,27-Mar-15,290427,1250,29-Mar-15,21402400,640
ES1,C00294,IT0001096,27-Mar-15,290427,1250,13-Apr-15,21402902,130
ES1,C00294,IT0001024,27-Mar-15,290427,2000,29-Mar-15,21402398,1600
ES1,C00294,IT0001024,27-Mar-15,290427,2000,29-Mar-15,21402400,160
ES1,C00294,IT0001024,27-Mar-15,290427,2000,13-Apr-15,21402902,240
ES1,C00294,IT0001043,27-Mar-15,290427,30,13-Apr-15,21402902,30
ES1,C00252,IT0001084,29-Mar-15,290429,250,30-Mar-15,21402450,250
ES1,C00252,IT0001096,29-Mar-15,290429,320,30-Mar-15,21402451,320
ES1,C00252,IT0001024,29-Mar-15,290429,320,2-Apr-15,21402549,320
ES1,C00252,IT0001030,29-Mar-15,290429,100,6-Apr-15,21402670,75
ES1,C00252,IT0001030,29-Mar-15,290429,100,10-Apr-15,21402813,25
ES1,C00252,IT0001096,29-Mar-15,290430,160,2-Apr-15,21402550,160
ES1,C00252,IT0001016,29-Mar-15,290430,250,6-Apr-15,21402671,250
ES1,C00252,IT0001043,29-Mar-15,290430,100,16-Apr-15,21403003,28
ES1,C00252,IT0001043,29-Mar-15,290430,100,10-Apr-15,21402814,72
